Year,Country Code,Current Amount2,Aid_class,Funding Agency Acronym,Region
2008,MX,39891,Agriculture,USAID,Western Hemisphere
2008,MX,3432182,Agriculture,USAID,Western Hemisphere
2008,MX,36203,Agriculture,USAID,Western Hemisphere
2008,MX,170000,Agriculture,USAID,Western Hemisphere
2008,MX,-118,Other,USAID,Western Hemisphere
2008,MX,8098,Other,USAID,Western Hemisphere
2008,MX,44737,Other,USAID,Western Hemisphere
2008,MX,5081,Other,USAID,Western Hemisphere
2008,MX,22609,Other,State,Western Hemisphere
2008,MX,358393,Other,USAID,Western Hemisphere
2008,MX,2401,Other,USAID,Western Hemisphere
2008,MX,113661,Other,USAID,Western Hemisphere
2008,MX,72748,Other,USAID,Western Hemisphere
2008,MX,382384,Other,USAID,Western Hemisphere
2008,MX,1350000,Other,USAID,Western Hemisphere
2008,MX,285000,Other,USAID,Western Hemisphere
2008,MX,222345,Other,USAID,Western Hemisphere
2008,MX,90743,Other,USAID,Western Hemisphere
2008,MX,71091,Other,USAID,Western Hemisphere
2008,MX,38413,Other,USAID,Western Hemisphere
2008,MX,109854,Other,USAID,Western Hemisphere
2008,MX,493171,Other,USAID,Western Hemisphere
2008,MX,150000,Other,USAID,Western Hemisphere
2008,MX,150000,Other,USAID,Western Hemisphere
2008,MX,2158,Other,USAID,Western Hemisphere
2008,MX,-331,Other,USAID,Western Hemisphere
2008,MX,-533,Other,USAID,Western Hemisphere
2008,MX,-72,Other,USAID,Western Hemisphere
2008,MX,550000,Other,USAID,Western Hemisphere
2008,MX,650000,Other,USAID,Western Hemisphere
2008,MX,246303,Other,USAID,Western Hemisphere
2008,MX,18364,Other,USAID,Western Hemisphere
2008,MX,-736,Other,USAID,Western Hemisphere
2008,MX,22572,Other,USAID,Western Hemisphere
2008,MX,13980,Other,USAID,Western Hemisphere
2008,MX,108776,Other,USAID,Western Hemisphere
2008,MX,216385,Other,USAID,Western Hemisphere
2008,MX,39013123,Agriculture,State,Western Hemisphere
2008,MX,108945,Agriculture,USAID,Western Hemisphere
2008,MX,75428,Agriculture,USAID,Western Hemisphere
2008,MX,188665,Agriculture,USAID,Western Hemisphere
2008,MX,89978,Agriculture,USAID,Western Hemisphere
2008,MX,142448,Agriculture,USAID,Western Hemisphere
2008,MX,354,Agriculture,USAID,Western Hemisphere
2008,MX,8254,Agriculture,USAID,Western Hemisphere
2008,MX,9341,Commodity Assistance,USAID,Western Hemisphere
2008,MX,1419000,Commodity Assistance,DOE,Western Hemisphere
2008,MX,300000,Commodity Assistance,DOE,Western Hemisphere
2008,MX,1110000,Commodity Assistance,DOE,Western Hemisphere
2008,MX,9000,Commodity Assistance,DOE,Western Hemisphere
2008,MX,40000,Commodity Assistance,DOI,Western Hemisphere
2008,MX,345355,Commodity Assistance,USAID,Western Hemisphere
2008,MX,73094,Commodity Assistance,DOI,Western Hemisphere
2008,MX,15745,Commodity Assistance,USAID,Western Hemisphere
2008,MX,8920,Commodity Assistance,USAID,Western Hemisphere
2008,MX,21331,Commodity Assistance,USAID,Western Hemisphere
2008,MX,731390,Commodity Assistance,USAID,Western Hemisphere
2008,MX,90762,Commodity Assistance,IAF,Western Hemisphere
2008,MX,32400,Commodity Assistance,IAF,Western Hemisphere
2008,MX,54400,Commodity Assistance,IAF,Western Hemisphere
2008,MX,100000,Economic Growth,IAF,Western Hemisphere
2008,MX,59463,Economic Growth,IAF,Western Hemisphere
2008,MX,76095,Economic Growth,IAF,Western Hemisphere
2008,MX,33644,Economic Growth,IAF,Western Hemisphere
2008,MX,59858,Economic Growth,IAF,Western Hemisphere
2008,MX,98559,Economic Growth,State,Western Hemisphere
2008,MX,131370,Education,USAID,Western Hemisphere
2008,MX,49938,Education,IAF,Western Hemisphere
2008,MX,12215,Education,IAF,Western Hemisphere
2008,MX,125700,Education,IAF,Western Hemisphere
2008,MX,33774,Education,IAF,Western Hemisphere
2008,MX,35000,Education,State,Western Hemisphere
2008,MX,40850,Education,State,Western Hemisphere
2008,MX,40080,Education,State,Western Hemisphere
2008,MX,50000,Education,State,Western Hemisphere
2008,MX,47780,Education,State,Western Hemisphere
2008,MX,39960,Education,State,Western Hemisphere
2008,MX,250000,Education,State,Western Hemisphere
2008,MX,130000,Education,USAID,Western Hemisphere
2008,MX,200000,Governance,State,Western Hemisphere
2008,MX,500000,Governance,State,Western Hemisphere
2008,MX,3261,Governance,USAID,Western Hemisphere
2008,MX,163607,Governance,USAID,Western Hemisphere
2008,MX,93073,Governance,USAID,Western Hemisphere
2008,MX,1042615,Governance,USAID,Western Hemisphere
2008,MX,594000,Governance,USAID,Western Hemisphere
2008,MX,185534,Governance,USAID,Western Hemisphere
2008,MX,131919,Governance,USAID,Western Hemisphere
2008,MX,289500,Governance,USAID,Western Hemisphere
2008,MX,656300,Governance,USAID,Western Hemisphere
2008,MX,40000,Governance,IAF,Western Hemisphere
2008,MX,42000,Governance,USAID,Western Hemisphere
2008,MX,10316,Governance,USAID,Western Hemisphere
2008,MX,764203,Governance,USAID,Western Hemisphere
2008,MX,103784,Governance,USAID,Western Hemisphere
2008,MX,194640,Governance,USAID,Western Hemisphere
2008,MX,886765,Governance,USAID,Western Hemisphere
2008,MX,474928,Governance,USAID,Western Hemisphere
2008,MX,917372,Governance,USAID,Western Hemisphere
2008,MX,289487,Governance,USAID,Western Hemisphere
2008,MX,27900,Governance,DOC,Western Hemisphere
2008,MX,55000,Governance,DOI,Western Hemisphere
2008,MX,40000,Governance,DOI,Western Hemisphere
2008,MX,76000,Governance,DOI,Western Hemisphere
2008,MX,40000,Governance,DOI,Western Hemisphere
2008,MX,40000,Governance,DOI,Western Hemisphere
2008,MX,28000,Governance,DOI,Western Hemisphere
2008,MX,20156,Governance,DOI,Western Hemisphere
2008,MX,40000,Governance,DOI,Western Hemisphere
2008,MX,36000,Governance,DOI,Western Hemisphere
2008,MX,40000,Governance,DOI,Western Hemisphere
2008,MX,35000,Governance,DOI,Western Hemisphere
2008,MX,76000,Governance,DOI,Western Hemisphere
2008,MX,250000,Governance,DOI,Western Hemisphere
2008,MX,244420,Governance,DOI,Western Hemisphere
2008,MX,249520,Governance,DOI,Western Hemisphere
2008,MX,374764,Governance,DOI,Western Hemisphere
2008,MX,80000,Governance,DOI,Western Hemisphere
2008,MX,260447,Governance,DOI,Western Hemisphere
2008,MX,256215,Governance,DOI,Western Hemisphere
2008,MX,130260,Governance,DOI,Western Hemisphere
2008,MX,154863,Governance,DOI,Western Hemisphere
2008,MX,373560,Governance,DOI,Western Hemisphere
2008,MX,124744,Governance,DOI,Western Hemisphere
2008,MX,331440,Governance,DOI,Western Hemisphere
2008,MX,236555,Governance,DOI,Western Hemisphere
2008,MX,53240,Governance,IAF,Western Hemisphere
2008,MX,15000,Governance,DOI,Western Hemisphere
2008,MX,30000,Governance,DOI,Western Hemisphere
2008,MX,25000,Governance,DOI,Western Hemisphere
2008,MX,8515,Governance,DOI,Western Hemisphere
2008,MX,79000,Governance,DOI,Western Hemisphere
2008,MX,40230,Governance,DOI,Western Hemisphere
2008,MX,147268,Governance,DOI,Western Hemisphere
2008,MX,155710,Governance,DOI,Western Hemisphere
2008,MX,249993,Governance,DOI,Western Hemisphere
2008,MX,125450,Governance,DOI,Western Hemisphere
2008,MX,383345,Governance,DOI,Western Hemisphere
2008,MX,216055,Governance,DOI,Western Hemisphere
2008,MX,78828,Governance,DOI,Western Hemisphere
2008,MX,151323,Governance,DOI,Western Hemisphere
2008,MX,208737,Governance,DOI,Western Hemisphere
2008,MX,126453,Governance,DOI,Western Hemisphere
2008,MX,1126388,Governance,USAID,Western Hemisphere
2008,MX,533863,Governance,USAID,Western Hemisphere
2008,MX,26708,Governance,USAID,Western Hemisphere
2008,MX,25000,Governance,USAID,Western Hemisphere
2008,MX,61820,Governance,State,Western Hemisphere
2008,MX,24521,Governance,USAID,Western Hemisphere
2008,MX,39095,Governance,USAID,Western Hemisphere
2008,MX,35000,Governance,DOI,Western Hemisphere
2008,MX,25000,Governance,DOI,Western Hemisphere
2008,MX,48638,Governance,DOI,Western Hemisphere
2008,MX,1700000,Governance,USAID,Western Hemisphere
2008,MX,268931,Health and Population,TDA,Western Hemisphere
2008,MX,20988,Health and Population,TDA,Western Hemisphere
2008,MX,17499,Health and Population,TDA,Western Hemisphere
2008,MX,24429,Health and Population,TDA,Western Hemisphere
2008,MX,100000,Health and Population,EPA,Western Hemisphere
2008,MX,254132,Humanitarian,TDA,Western Hemisphere
2008,MX,247213,Humanitarian,TDA,Western Hemisphere
2008,MX,49223,Humanitarian,State,Western Hemisphere
2008,MX,39237,Humanitarian,State,Western Hemisphere
2008,MX,15247,Humanitarian,DOC,Western Hemisphere
2008,MX,65009,Humanitarian,USAID,Western Hemisphere
2008,MX,38000,Humanitarian,TDA,Western Hemisphere
2008,MX,75870,Humanitarian,DOJ,Western Hemisphere
2008,MX,682,Humanitarian,DOJ,Western Hemisphere
2008,MX,3673,Humanitarian,State,Western Hemisphere
2008,MX,10628,Humanitarian,State,Western Hemisphere
2008,MX,18885,Humanitarian,State,Western Hemisphere
2008,MX,70000,Humanitarian,State,Western Hemisphere
2008,MX,105908,Humanitarian,State,Western Hemisphere
2008,MX,250000,Humanitarian,State,Western Hemisphere
2008,MX,741950,Humanitarian,State,Western Hemisphere
2008,MX,35361,Humanitarian,TREAS,Western Hemisphere
2008,MX,97601,Humanitarian,TREAS,Western Hemisphere
2008,MX,32600,Humanitarian,USAID,Western Hemisphere
2008,MX,604,Humanitarian,USAID,Western Hemisphere
2008,MX,1963,Humanitarian,USAID,Western Hemisphere
2008,MX,88392,Infrastructure,TDA,Western Hemisphere
2008,MX,239100,Infrastructure,TDA,Western Hemisphere
2008,MX,263837,Infrastructure,TDA,Western Hemisphere
2008,MX,73865,Infrastructure,TDA,Western Hemisphere
2008,MX,6700,Infrastructure,HHS,Western Hemisphere
2008,MX,5138,Infrastructure,USAID,Western Hemisphere
2008,MX,10000,Infrastructure,DOT,Western Hemisphere
2008,MX,64179,Infrastructure,TDA,Western Hemisphere
2008,MX,92673,Infrastructure,TDA,Western Hemisphere
2008,MX,37800,Infrastructure,AGR,Western Hemisphere
2008,MX,94000,Infrastructure,AGR,Western Hemisphere
2008,MX,52400,Infrastructure,AGR,Western Hemisphere
2008,MX,1091159,Infrastructure,PC,Western Hemisphere
2008,MX,1370,Infrastructure,TDA,Western Hemisphere
2008,MX,970000,Infrastructure,USAID,Western Hemisphere
2008,MX,21425,Infrastructure,USAID,Western Hemisphere
2008,MX,1000000,Infrastructure,USAID,Western Hemisphere
2008,MX,251187,Infrastructure,USAID,Western Hemisphere
2008,MX,5000,Infrastructure,DOT,Western Hemisphere
2008,MX,1217008,Infrastructure,USAID,Western Hemisphere
2008,MX,1548250,Infrastructure,USAID,Western Hemisphere
2008,MX,357000,Agriculture,DOD,Western Hemisphere
2008,MX,12171000,Agriculture,DOD,Western Hemisphere
2009,MX,34200,Health and Population,USAID,Western Hemisphere
2009,MX,133627,Health and Population,USAID,Western Hemisphere
2009,MX,636,Health and Population,USAID,Western Hemisphere
2009,MX,246,Health and Population,USAID,Western Hemisphere
2009,MX,115492,Health and Population,USAID,Western Hemisphere
2009,MX,71119,Health and Population,USAID,Western Hemisphere
2009,MX,257,Health and Population,USAID,Western Hemisphere
2009,MX,28891,Health and Population,USAID,Western Hemisphere
2009,MX,7490,Health and Population,USAID,Western Hemisphere
2009,MX,3289,Health and Population,USAID,Western Hemisphere
2009,MX,4834,Health and Population,USAID,Western Hemisphere
2009,MX,127233,Health and Population,USAID,Western Hemisphere
2009,MX,33042,Health and Population,State,Western Hemisphere
2009,MX,20655,Health and Population,USAID,Western Hemisphere
2009,MX,3,Health and Population,USAID,Western Hemisphere
2009,MX,51632,Health and Population,USAID,Western Hemisphere
2009,MX,12475,Health and Population,USAID,Western Hemisphere
2009,MX,997199,Health and Population,USAID,Western Hemisphere
2009,MX,164252,Health and Population,USAID,Western Hemisphere
2009,MX,161002,Health and Population,USAID,Western Hemisphere
2009,MX,285617,Health and Population,USAID,Western Hemisphere
2009,MX,140620,Health and Population,USAID,Western Hemisphere
2009,MX,47468,Health and Population,USAID,Western Hemisphere
2009,MX,27882,Health and Population,USAID,Western Hemisphere
2009,MX,2260,Health and Population,USAID,Western Hemisphere
2009,MX,27286,Health and Population,USAID,Western Hemisphere
2009,MX,912,Health and Population,USAID,Western Hemisphere
2009,MX,1005,Agriculture,USAID,Western Hemisphere
2009,MX,1772,Agriculture,USAID,Western Hemisphere
2009,MX,2210,Agriculture,USAID,Western Hemisphere
2009,MX,891,Agriculture,USAID,Western Hemisphere
2009,MX,505,Agriculture,USAID,Western Hemisphere
2009,MX,8042,Agriculture,USAID,Western Hemisphere
2009,MX,524,Agriculture,USAID,Western Hemisphere
2009,MX,7159,Agriculture,USAID,Western Hemisphere
2009,MX,2751,Agriculture,USAID,Western Hemisphere
2009,MX,640878,Agriculture,USAID,Western Hemisphere
2009,MX,8120,Agriculture,USAID,Western Hemisphere
2009,MX,134343,Agriculture,USAID,Western Hemisphere
2009,MX,1783255,Agriculture,USAID,Western Hemisphere
2009,MX,1048,Agriculture,USAID,Western Hemisphere
2009,MX,470937,Agriculture,USAID,Western Hemisphere
2009,MX,1093000,Agriculture,USAID,Western Hemisphere
2009,MX,4769,Agriculture,USAID,Western Hemisphere
2009,MX,10400,Agriculture,USAID,Western Hemisphere
2009,MX,7254,Agriculture,USAID,Western Hemisphere
2009,MX,650000,Agriculture,USAID,Western Hemisphere
2009,MX,754,Agriculture,USAID,Western Hemisphere
2009,MX,526,Agriculture,USAID,Western Hemisphere
2009,MX,4108,Agriculture,USAID,Western Hemisphere
2009,MX,1000,Agriculture,USAID,Western Hemisphere
2009,MX,200000,Agriculture,USAID,Western Hemisphere
2009,MX,217,Agriculture,USAID,Western Hemisphere
2009,MX,5561,Agriculture,USAID,Western Hemisphere
2009,MX,270,Agriculture,USAID,Western Hemisphere
2009,MX,15922,Agriculture,USAID,Western Hemisphere
2009,MX,56832,Agriculture,USAID,Western Hemisphere
2009,MX,376,Agriculture,USAID,Western Hemisphere
2009,MX,435000,Agriculture,USAID,Western Hemisphere
2009,MX,23844,Agriculture,USAID,Western Hemisphere
2009,MX,15787,Agriculture,USAID,Western Hemisphere
2009,MX,36394,Agriculture,USAID,Western Hemisphere
2009,MX,13501,Governance,USAID,Western Hemisphere
2009,MX,5654,Governance,USAID,Western Hemisphere
2009,MX,201615,Governance,USAID,Western Hemisphere
2009,MX,352,Governance,USAID,Western Hemisphere
2009,MX,327000,Governance,USAID,Western Hemisphere
2009,MX,200000,Governance,USAID,Western Hemisphere
2009,MX,470000,Governance,USAID,Western Hemisphere
2009,MX,3725,Governance,USAID,Western Hemisphere
2009,MX,200000,Governance,USAID,Western Hemisphere
2009,MX,76434,Governance,USAID,Western Hemisphere
2009,MX,20652,Governance,USAID,Western Hemisphere
2009,MX,459682,Governance,USAID,Western Hemisphere
2009,MX,1624,Governance,USAID,Western Hemisphere
2009,MX,58231,Governance,USAID,Western Hemisphere
2009,MX,1610,Governance,USAID,Western Hemisphere
2009,MX,11441,Governance,USAID,Western Hemisphere
2009,MX,4599430,Governance,USAID,Western Hemisphere
2009,MX,21769,Governance,USAID,Western Hemisphere
2009,MX,30000,Governance,USAID,Western Hemisphere
2009,MX,5274,Governance,USAID,Western Hemisphere
2009,MX,727,Governance,State,Western Hemisphere
2009,MX,9,Governance,USAID,Western Hemisphere
2009,MX,-570,Governance,USAID,Western Hemisphere
2009,MX,7755,Governance,USAID,Western Hemisphere
2009,MX,2158,Governance,USAID,Western Hemisphere
2009,MX,334549,Governance,State,Western Hemisphere
2009,MX,365620,Governance,State,Western Hemisphere
2009,MX,55299,Governance,USAID,Western Hemisphere
2009,MX,62026,Governance,USAID,Western Hemisphere
2009,MX,12625,Governance,USAID,Western Hemisphere
2009,MX,754,Governance,USAID,Western Hemisphere
2009,MX,51844,Governance,USAID,Western Hemisphere
2009,MX,750000,Governance,USAID,Western Hemisphere
2009,MX,38960,Governance,USAID,Western Hemisphere
2009,MX,9666,Governance,USAID,Western Hemisphere
2009,MX,754,Governance,USAID,Western Hemisphere
2009,MX,5896,Governance,USAID,Western Hemisphere
2009,MX,526,Governance,USAID,Western Hemisphere
2009,MX,3042,Governance,USAID,Western Hemisphere
2009,MX,7470,Governance,USAID,Western Hemisphere
2009,MX,54982,Governance,USAID,Western Hemisphere
2009,MX,31828,Governance,USAID,Western Hemisphere
2009,MX,30000,Governance,DOI,Western Hemisphere
2009,MX,250000,Governance,DOI,Western Hemisphere
2009,MX,204,Governance,USAID,Western Hemisphere
2009,MX,1222,Governance,USAID,Western Hemisphere
2009,MX,-1295,Governance,USAID,Western Hemisphere
2009,MX,100000,Governance,USAID,Western Hemisphere
2009,MX,323376,Governance,USAID,Western Hemisphere
2009,MX,490680,Governance,USAID,Western Hemisphere
2009,MX,32640,Governance,USAID,Western Hemisphere
2009,MX,1200,Governance,USAID,Western Hemisphere
2009,MX,11383,Governance,USAID,Western Hemisphere
2009,MX,143,Governance,USAID,Western Hemisphere
2009,MX,5503,Governance,USAID,Western Hemisphere
2009,MX,3308,Agriculture,USAID,Western Hemisphere
2009,MX,2549,Agriculture,USAID,Western Hemisphere
2009,MX,527,Agriculture,USAID,Western Hemisphere
2009,MX,5336,Agriculture,USAID,Western Hemisphere
2009,MX,15501,Agriculture,USAID,Western Hemisphere
2009,MX,3208,Agriculture,USAID,Western Hemisphere
2009,MX,10562822,Agriculture,DOE,Western Hemisphere
2009,MX,17837545,Agriculture,State,Western Hemisphere
2009,MX,13825196,Agriculture,State,Western Hemisphere
2009,MX,119,Commodity Assistance,USAID,Western Hemisphere
2009,MX,2730,Commodity Assistance,USAID,Western Hemisphere
2009,MX,46104,Commodity Assistance,USAID,Western Hemisphere
2009,MX,126887,Commodity Assistance,USAID,Western Hemisphere
2009,MX,109167,Commodity Assistance,USAID,Western Hemisphere
2009,MX,18389,Commodity Assistance,USAID,Western Hemisphere
2009,MX,1063,Commodity Assistance,USAID,Western Hemisphere
2009,MX,3905,Commodity Assistance,USAID,Western Hemisphere
2009,MX,120948,Commodity Assistance,State,Western Hemisphere
2009,MX,6308,Commodity Assistance,State,Western Hemisphere
2009,MX,-340,Commodity Assistance,USAID,Western Hemisphere
2009,MX,3245,Commodity Assistance,USAID,Western Hemisphere
2009,MX,2572,Commodity Assistance,USAID,Western Hemisphere
2009,MX,1643420,Commodity Assistance,DOE,Western Hemisphere
2009,MX,35000,Commodity Assistance,DOI,Western Hemisphere
2009,MX,390772,Commodity Assistance,USAID,Western Hemisphere
2009,MX,75000,Commodity Assistance,DOI,Western Hemisphere
2009,MX,20500,Commodity Assistance,State,Western Hemisphere
2009,MX,6493,Commodity Assistance,USAID,Western Hemisphere
2009,MX,1370,Commodity Assistance,USAID,Western Hemisphere
2009,MX,840,Commodity Assistance,USAID,Western Hemisphere
2009,MX,2644,Commodity Assistance,USAID,Western Hemisphere
2009,MX,4750000,Commodity Assistance,DOL,Western Hemisphere
2009,MX,1157434,Commodity Assistance,USAID,Western Hemisphere
2009,MX,345039,Commodity Assistance,USAID,Western Hemisphere
2009,MX,199,Commodity Assistance,USAID,Western Hemisphere
2009,MX,50272,Commodity Assistance,IAF,Western Hemisphere
2009,MX,75548,Commodity Assistance,IAF,Western Hemisphere
2009,MX,35050,Commodity Assistance,IAF,Western Hemisphere
2009,MX,143553,Commodity Assistance,IAF,Western Hemisphere
2009,MX,74569,Commodity Assistance,IAF,Western Hemisphere
2009,MX,107200,Commodity Assistance,IAF,Western Hemisphere
2009,MX,62892,Commodity Assistance,IAF,Western Hemisphere
2009,MX,72526,Commodity Assistance,IAF,Western Hemisphere
2009,MX,27570,Commodity Assistance,IAF,Western Hemisphere
2009,MX,21625,Commodity Assistance,IAF,Western Hemisphere
2009,MX,15305,Commodity Assistance,IAF,Western Hemisphere
2009,MX,139967,Commodity Assistance,IAF,Western Hemisphere
2009,MX,92129,Commodity Assistance,USAID,Western Hemisphere
2009,MX,35307,Commodity Assistance,USAID,Western Hemisphere
2009,MX,49937,Commodity Assistance,IAF,Western Hemisphere
2009,MX,103886,Commodity Assistance,IAF,Western Hemisphere
2009,MX,33831,Commodity Assistance,IAF,Western Hemisphere
2009,MX,101600,Commodity Assistance,IAF,Western Hemisphere
2009,MX,53438,Commodity Assistance,IAF,Western Hemisphere
2009,MX,30000,Commodity Assistance,State,Western Hemisphere
2009,MX,39990,Commodity Assistance,State,Western Hemisphere
2009,MX,22095,Commodity Assistance,State,Western Hemisphere
2009,MX,30000,Commodity Assistance,State,Western Hemisphere
2009,MX,30000,Commodity Assistance,State,Western Hemisphere
2009,MX,30000,Commodity Assistance,State,Western Hemisphere
2009,MX,31756,Commodity Assistance,State,Western Hemisphere
2009,MX,268780,Commodity Assistance,State,Western Hemisphere
2009,MX,50000,Commodity Assistance,USAID,Western Hemisphere
2009,MX,290000,Commodity Assistance,State,Western Hemisphere
2009,MX,14220,Commodity Assistance,State,Western Hemisphere
2009,MX,600000,Commodity Assistance,State,Western Hemisphere
2009,MX,200000,Commodity Assistance,USAID,Western Hemisphere
2009,MX,7702,Commodity Assistance,USAID,Western Hemisphere
2009,MX,43000,Commodity Assistance,USAID,Western Hemisphere
2009,MX,1014722,Commodity Assistance,USAID,Western Hemisphere
2009,MX,264854,Commodity Assistance,USAID,Western Hemisphere
2009,MX,110500,Commodity Assistance,USAID,Western Hemisphere
2009,MX,350000,Commodity Assistance,USAID,Western Hemisphere
2009,MX,675616,Governance,USAID,Western Hemisphere
2009,MX,107274,Governance,USAID,Western Hemisphere
2009,MX,130794,Governance,USAID,Western Hemisphere
2009,MX,173493,Governance,State,Western Hemisphere
2009,MX,814208,Governance,USAID,Western Hemisphere
2009,MX,81000,Governance,IAF,Western Hemisphere
2009,MX,70816,Governance,USAID,Western Hemisphere
2009,MX,49957,Governance,USAID,Western Hemisphere
2009,MX,2187797,Governance,USAID,Western Hemisphere
2009,MX,253552,Governance,USAID,Western Hemisphere
2009,MX,71216,Governance,USAID,Western Hemisphere
2009,MX,69121,Health and Population,USAID,Western Hemisphere
2009,MX,150000,Health and Population,DOI,Western Hemisphere
2009,MX,10512,Health and Population,USAID,Western Hemisphere
2009,MX,75000,Health and Population,DOI,Western Hemisphere
2009,MX,35000,Health and Population,DOI,Western Hemisphere
2009,MX,40000,Health and Population,DOI,Western Hemisphere
2009,MX,20000,Health and Population,DOI,Western Hemisphere
2009,MX,35000,Health and Population,DOI,Western Hemisphere
2009,MX,89992,Health and Population,DOI,Western Hemisphere
2009,MX,67628,Health and Population,DOI,Western Hemisphere
2009,MX,25000,Health and Population,DOI,Western Hemisphere
2009,MX,40000,Health and Population,DOI,Western Hemisphere
2009,MX,41254,Health and Population,DOI,Western Hemisphere
2009,MX,31800,Health and Population,DOI,Western Hemisphere
2009,MX,55000,Health and Population,DOI,Western Hemisphere
2009,MX,165000,Health and Population,DOI,Western Hemisphere
2009,MX,78540,Health and Population,DOI,Western Hemisphere
2009,MX,190650,Health and Population,DOI,Western Hemisphere
2009,MX,196900,Health and Population,DOI,Western Hemisphere
2009,MX,206996,Health and Population,DOI,Western Hemisphere
2009,MX,226160,Health and Population,DOI,Western Hemisphere
2009,MX,500500,Health and Population,DOI,Western Hemisphere
2009,MX,117900,Health and Population,DOI,Western Hemisphere
2009,MX,399162,Health and Population,DOI,Western Hemisphere
2009,MX,450000,Health and Population,DOI,Western Hemisphere
2009,MX,122764,Health and Population,IAF,Western Hemisphere
2009,MX,96778,Health and Population,IAF,Western Hemisphere
2009,MX,37000,Health and Population,DOI,Western Hemisphere
2009,MX,30000,Health and Population,DOI,Western Hemisphere
2009,MX,25000,Health and Population,DOI,Western Hemisphere
2009,MX,25000,Health and Population,DOI,Western Hemisphere
2009,MX,15000,Health and Population,DOI,Western Hemisphere
2009,MX,30000,Health and Population,DOI,Western Hemisphere
2009,MX,30000,Health and Population,DOI,Western Hemisphere
2009,MX,38000,Health and Population,DOI,Western Hemisphere
2009,MX,144797,Health and Population,DOI,Western Hemisphere
2009,MX,244351,Health and Population,DOI,Western Hemisphere
2009,MX,43077,Health and Population,DOI,Western Hemisphere
2009,MX,212090,Health and Population,DOI,Western Hemisphere
2009,MX,268292,Health and Population,DOI,Western Hemisphere
2009,MX,769020,Health and Population,DOI,Western Hemisphere
2009,MX,89297,Health and Population,USAID,Western Hemisphere
2009,MX,-517604,Health and Population,USAID,Western Hemisphere
2009,MX,-182845,Health and Population,USAID,Western Hemisphere
2009,MX,72827,Health and Population,USAID,Western Hemisphere
2009,MX,80000,Health and Population,USAID,Western Hemisphere
2009,MX,400000,Health and Population,USAID,Western Hemisphere
2009,MX,837000,Health and Population,USAID,Western Hemisphere
2009,MX,56295,Health and Population,State,Western Hemisphere
2009,MX,60353,Health and Population,USAID,Western Hemisphere
2009,MX,78130,Health and Population,USAID,Western Hemisphere
2009,MX,25000,Health and Population,DOI,Western Hemisphere
2009,MX,30000,Health and Population,DOI,Western Hemisphere
2009,MX,46000,Health and Population,DOI,Western Hemisphere
2009,MX,100000,Health and Population,DOI,Western Hemisphere
2009,MX,1000,Economic Growth,TDA,Western Hemisphere
2009,MX,68534,Economic Growth,TDA,Western Hemisphere
2009,MX,7387,Economic Growth,USAID,Western Hemisphere
2009,MX,637955,Economic Growth,State,Western Hemisphere
2009,MX,59026,Economic Growth,State,Western Hemisphere
2009,MX,8182,Economic Growth,USAID,Western Hemisphere
2009,MX,22101,Economic Growth,USAID,Western Hemisphere
2009,MX,24727,Economic Growth,USAID,Western Hemisphere
2009,MX,64205,Economic Growth,USAID,Western Hemisphere
2009,MX,66959,Economic Growth,USAID,Western Hemisphere
2009,MX,98881,Economic Growth,USAID,Western Hemisphere
2009,MX,17999,Economic Growth,USAID,Western Hemisphere
2009,MX,9933,Economic Growth,TDA,Western Hemisphere
2009,MX,300000,Economic Growth,EPA,Western Hemisphere
2009,MX,38957,Economic Growth,USAID,Western Hemisphere
2009,MX,15719,Economic Growth,USAID,Western Hemisphere
2009,MX,340000,Economic Growth,AGR,Western Hemisphere
2009,MX,27000,Economic Growth,AGR,Western Hemisphere
2009,MX,127068,Economic Growth,TDA,Western Hemisphere
2009,MX,197477,Economic Growth,TDA,Western Hemisphere
2009,MX,390,Economic Growth,DHS,Western Hemisphere
2009,MX,53388,Economic Growth,State,Western Hemisphere
2009,MX,70000,Economic Growth,DOC,Western Hemisphere
2009,MX,1609,Economic Growth,USAID,Western Hemisphere
2009,MX,36000,Economic Growth,USAID,Western Hemisphere
2009,MX,2169,Economic Growth,USAID,Western Hemisphere
2009,MX,14319,Economic Growth,USAID,Western Hemisphere
2009,MX,3188106,Economic Growth,DOJ,Western Hemisphere
2009,MX,85250,Economic Growth,DOJ,Western Hemisphere
2009,MX,30439,Economic Growth,State,Western Hemisphere
2009,MX,3673,Economic Growth,State,Western Hemisphere
2009,MX,9782,Economic Growth,State,Western Hemisphere
2009,MX,1037021,Economic Growth,State,Western Hemisphere
2009,MX,58177,Economic Growth,TREAS,Western Hemisphere
2009,MX,831,Economic Growth,TREAS,Western Hemisphere
2009,MX,1387,Economic Growth,USAID,Western Hemisphere
2009,MX,29527,Economic Growth,USAID,Western Hemisphere
2009,MX,32758,Economic Growth,USAID,Western Hemisphere
2009,MX,39691,Humanitarian,TDA,Western Hemisphere
2009,MX,240061,Humanitarian,TDA,Western Hemisphere
2009,MX,17055,Humanitarian,HHS,Western Hemisphere
2009,MX,76715,Humanitarian,HHS,Western Hemisphere
2009,MX,16000,Humanitarian,HHS,Western Hemisphere
2009,MX,22969,Humanitarian,USAID,Western Hemisphere
2009,MX,55066,Humanitarian,USAID,Western Hemisphere
2009,MX,6840,Humanitarian,USAID,Western Hemisphere
